suburb_median,rooms,distance,bedrooms,bathrooms,cars,landsize,lattitude,longtitude,price
639000,3,13.5,3,1,2,512,-37.7913,144.8122,545000
639000,3,13.5,3,2,6,805,-37.7966,144.7928,750500
639000,3,13.5,3,1,6,655,-37.8022,144.8235,451000
2170000,4,11.2,4,3,2,596,-37.8154,145.0927,2440000
2170000,4,11.2,4,3,2,771,-37.8239,145.0969,2128000
2170000,3,11.2,3,1,2,843,-37.822,145.0897,2009000
2170000,5,11.2,5,3,2,735,-37.8175,145.0987,2200000
2170000,3,11.2,3,2,2,1255,-37.8322,145.1056,2100000
2170000,3,11.2,3,1,1,763,-37.8148,145.0965,1700000
2170000,4,11.2,4,2,2,783,-37.8181,145.0913,2500000
2170000,3,11.2,3,2,1,404,-37.8203,145.088,1910000
2170000,2,11.2,3,1,2,391,-37.8364,145.1099,1018000
2170000,4,11.2,4,2,2,734,-37.8286,145.092,2200000
2170000,4,11.2,4,2,2,798,-37.8223,145.0954,2345000
2170000,4,11.2,4,2,2,779,-37.8185,145.0878,2860000
2170000,4,11.2,4,2,2,486,-37.8258,145.1116,1530000
2170000,4,11.2,4,2,2,867,-37.8346,145.1059,1930000
2170000,4,11.2,4,2,2,715,-37.8325,145.1114,1812500
2170000,4,11.2,4,2,2,809,-37.8337,145.1118,1300000
2170000,3,11.2,2,2,1,405,-37.8203,145.0881,1864000
2170000,3,11.2,3,2,4,816,-37.8304,145.0934,2200000
2170000,3,11.2,3,2,2,585,-37.8167,145.0924,1960000
2170000,2,11.2,2,1,1,387,-37.8269,145.1039,680000
2170000,4,11.2,4,2,1,494,-37.8317,145.0901,1455000
2170000,5,11.2,5,3,2,777,-37.8287,145.1054,2630000
2170000,5,11.2,5,5,2,693,-37.8339,145.0937,1650000
2170000,3,11.2,3,2,2,808,-37.832,145.11,1755000
2170000,4,11.2,4,1,1,579,-37.8224,145.0959,1700000
2170000,5,11.2,5,2,2,641,-37.8354,145.1001,1975000
2170000,4,11.2,4,2,1,383,-37.8234,145.0923,2003000
2170000,5,11.2,3,2,2,677,-37.8316,145.1049,1350000
2170000,4,11.2,5,2,2,612,-37.8345,145.1009,1850000
2170000,4,11.2,3,2,2,949,-37.8188,145.0984,2050000
2170000,5,11.2,5,2,2,1025,-37.8286,145.1094,2100000
2170000,3,11.2,3,2,1,247,-37.836,145.1046,1150000
2170000,5,11.2,5,4,3,827,-37.8323,145.0904,2100000
2170000,4,11.2,3,2,2,457,-37.8361,145.1078,1250000
2170000,4,11.2,4,2,2,745,-37.8299,145.1088,2060000
2170000,4,11.2,4,2,3,817,-37.8312,145.0928,1750000
2170000,4,11.2,3,2,2,798,-37.8308,145.0916,1725000
2170000,4,11.2,3,2,2,632,-37.8173,145.1003,1850000
2170000,4,11.2,4,2,2,702,-37.8345,145.095,2125000
2170000,4,11.2,2,1,0,437,-37.8285,145.1079,1650000
2170000,5,11.2,5,2,1,632,-37.8352,145.1023,1518000
2170000,3,11.2,0,2,1,335,-37.8165,145.0981,1560000
2170000,3,11.2,3,2,2,267,-37.8302,145.1046,1185000
2170000,3,11.2,3,1,2,414,-37.8365,145.11,1135000
2170000,4,11.2,4,3,4,1064,-37.8324,145.1018,2160000
2170000,6,11.2,6,3,4,650,-37.8264,145.1029,2000000
2170000,3,11.2,3,2,1,735,-37.8182,145.096,2300000
2170000,5,11.2,5,4,2,1076,-37.8141,145.0936,2450000
2170000,3,11.2,3,1,2,441,-37.8204,145.0887,2180000
2170000,4,11.2,4,2,4,924,-37.8168,145.1011,2760000
2170000,3,11.2,3,1,2,490,-37.8361,145.1006,1205000
2170000,3,11.2,4,2,1,536,-37.8309,145.0946,1251000
2170000,6,11.2,4,3,2,713,-37.8328,145.104,1650000
2170000,2,11.2,2,1,1,163,-37.8294,145.0913,600000
2170000,4,11.2,4,2,2,619,-37.8171,145.0934,1835000
2170000,4,11.2,3,1,3,627,-37.8176,145.0941,1751000
1302000,3,13.8,4,2,2,649,-37.7642,145.1157,1150000
1302000,4,13.8,4,2,2,657,-37.7624,145.1175,1201000
1302000,4,13.8,4,2,4,673,-37.7647,145.1246,1165000
1302000,3,13.8,3,2,1,649,-37.7615,145.1154,1098000
1302000,3,13.8,3,1,2,313,-37.7556,145.0946,742500
1302000,5,13.8,5,3,2,728,-37.7601,145.1229,1050000
1302000,4,13.8,4,3,2,706,-37.7597,145.1058,1257000
1302000,3,13.8,3,2,2,643,-37.7602,145.1166,1101000
1302000,8,13.8,6,4,3,668,-37.7733,145.1198,1150000
1302000,3,13.8,3,1,2,730,-37.76,145.1054,1200000
1302000,4,13.8,4,2,2,652,-37.7573,145.0994,990000
1302000,4,13.8,4,2,2,420,-37.767,145.119,1500000
1302000,3,13.8,3,1,2,900,-37.764,145.1097,1290000
1302000,4,13.8,4,2,5,671,-37.7631,145.1108,790000
1302000,5,13.8,5,3,2,700,-37.7658,145.124,950000
1302000,4,13.8,4,2,2,650,-37.7694,145.1222,1421000
1302000,3,13.8,3,2,1,962,-37.7644,145.112,1051000
1302000,3,13.8,3,1,2,664,-37.7637,145.1117,1065000
1302000,4,13.8,4,2,2,636,-37.773,145.1074,1120000
1302000,5,13.8,5,2,2,666,-37.7692,145.1253,1710000
1302000,4,13.8,4,2,2,681,-37.7646,145.1167,1280000
1302000,5,13.8,5,3,4,800,-37.7696,145.1078,750000
1302000,4,13.8,4,3,2,728,-37.768,145.1027,1000000
1302000,3,13.8,3,2,2,751,-37.77,145.1025,1010000
1302000,4,13.8,4,3,2,740,-37.7728,145.1271,1325000
1302000,3,13.8,3,1,1,794,-37.7569,145.1179,1210000
1302000,3,13.8,4,2,2,652,-37.7629,145.1157,982000
1302000,4,13.8,4,2,2,675,-37.764,145.1145,945000
1302000,4,13.8,4,2,2,953,-37.7625,145.1256,975000
1302000,3,13.8,3,2,2,875,-37.767,145.1097,1211000
1302000,4,13.8,4,2,4,654,-37.7639,145.1145,1100000
1302000,3,13.8,3,1,1,770,-37.77,145.1089,1155000
1302000,4,13.8,4,2,2,678,-37.7613,145.1047,920000
1302000,3,13.8,3,1,1,661,-37.7611,145.1168,940000
1302000,3,13.8,3,1,1,726,-37.7656,145.1017,1053000
1302000,3,13.8,3,1,2,799,-37.7698,145.1028,1002000
1302000,4,13.8,4,2,2,770,-37.7617,145.1065,1209000
1302000,5,13.8,5,4,2,646,-37.7625,145.1043,2080000
1302000,3,13.8,3,1,2,727,-37.7647,145.1051,1050000
1302000,4,13.8,4,2,2,705,-37.7595,145.1176,1118000
1302000,4,13.8,4,2,2,637,-37.7683,145.1188,1070000
1302000,4,13.8,4,1,2,618,-37.7564,145.1043,903000
1302000,3,13.8,3,1,2,720,-37.7668,145.1086,1220000
1302000,4,13.8,4,2,4,732,-37.7704,145.1247,1222000
1302000,3,13.8,3,1,2,796,-37.7726,145.1149,2025000
1302000,4,13.8,4,2,2,673,-37.7647,145.1186,1650000
1302000,4,13.8,4,2,2,650,-37.7764,145.1216,1182500
1302000,4,13.8,4,2,2,652,-37.7557,145.0957,1020000
1302000,3,13.8,3,2,1,467,-37.7699,145.1081,838000
1302000,3,13.8,3,1,2,327,-37.7709,145.1104,650000
1302000,4,13.8,4,1,2,826,-37.7629,145.112,870000
1302000,3,13.8,3,2,2,812,-37.7714,145.1141,1509000
1302000,4,13.8,4,2,2,742,-37.7701,145.1131,1358500
1225000,4,6.5,4,2,1,470,-37.7601,145.0122,1428888
1225000,2,6.5,2,1,1,372,-37.7631,145.0091,940000
1225000,2,6.5,2,1,1,139,-37.7536,144.9921,700000
1225000,3,6.5,3,1,1,294,-37.7585,145.0042,1135000
1225000,3,6.5,3,1,3,705,-37.7611,145.0142,1430000
1225000,3,6.5,3,2,2,398,-37.763,145.0198,1210000
1225000,2,6.5,2,1,1,185,-37.763,145.0025,944000
1225000,2,6.5,2,1,3,491,-37.7633,145.0169,970000
1225000,3,6.5,3,2,2,540,-37.7554,145.0211,887000
1225000,3,6.5,3,3,2,273,-37.7583,145.0174,701000
1225000,2,6.5,3,1,2,467,-37.7606,145.0241,740000
1225000,2,6.5,2,1,0,288,-37.7564,144.9971,1110000
1225000,4,6.5,4,2,1,402,-37.7584,145.0214,795000
1225000,3,6.5,3,2,2,397,-37.7515,144.9857,1265000
1225000,2,6.5,2,1,2,303,-37.7569,144.9914,1085000
1225000,3,6.5,3,2,2,210,-37.7551,144.9993,898000
1225000,3,6.5,3,3,1,288,-37.7583,145.0025,1235000
1225000,3,6.5,2,1,1,327,-37.7574,144.9854,995000
1225000,2,6.5,2,1,0,0,-37.7595,145.0061,760000
1225000,3,6.5,2,2,1,417,-37.7595,145.0017,1400000
1225000,3,6.5,3,2,2,430,-37.752,144.9852,1200000
1225000,3,6.5,2,1,2,410,-37.7604,144.9877,920000
1225000,3,6.5,3,1,1,562,-37.7602,144.9878,1110000
1225000,3,6.5,3,2,1,345,-37.7582,145.0094,1200000
1225000,3,6.5,3,1,0,0,-37.7539,144.989,1190000
1225000,3,6.5,3,1,1,366,-37.7524,144.9912,1020000
1225000,3,6.5,3,1,1,409,-37.7633,145.0087,1245000
1225000,2,6.5,2,1,2,333,-37.7642,145.0192,874000
1225000,3,6.5,3,1,1,275,-37.7592,145.0105,1427000
1225000,2,6.5,2,2,0,206,-37.7576,145.0032,1164000
1225000,3,6.5,3,1,2,435,-37.7607,145.0105,1290000
1225000,2,6.5,2,1,1,497,-37.7585,145.0226,900000
1225000,3,6.5,3,2,2,477,-37.7612,145.0045,1620000
1225000,2,6.5,2,1,2,431,-37.7598,145.0088,1143000
1225000,2,6.5,2,1,1,258,-37.7584,144.9971,925000
1225000,3,6.5,3,2,3,297,-37.7617,145.0117,1250000
1225000,3,6.5,4,2,1,377,-37.7578,145.0076,1570000
1225000,2,6.5,2,1,0,302,-37.7549,145.0035,1211000
1225000,3,6.5,3,1,1,253,-37.7566,144.9965,1280000
1225000,4,6.5,4,2,0,387,-37.7569,145.0041,1478000
1225000,3,6.5,3,2,2,349,-37.7584,145.0115,1280000
1225000,3,6.5,3,2,2,611,-37.7575,144.9968,1913000
1225000,3,6.5,3,1,0,297,-37.7609,145.0016,1272000
1225000,2,6.5,2,1,0,229,-37.7611,145.0009,972000
1225000,4,6.5,4,2,2,538,-37.7595,145.0241,928500
1225000,3,6.5,3,2,2,349,-37.7584,145.0115,1200000
1225000,3,6.5,3,2,3,417,-37.7602,145.0084,1370000
1225000,3,6.5,3,2,2,644,-37.7604,145.021,1160000
1225000,3,6.5,3,2,2,365,-37.7529,144.9902,1430000
1225000,3,6.5,3,2,1,359,-37.7565,144.9906,1380000
1225000,3,6.5,3,2,1,332,-37.7569,144.9861,1200000
5100000,3,4.6,3,1,0,889,-37.8328,145.0065,1435000
5100000,4,4.6,4,3,2,691,-37.8431,145.021,5500000
5100000,3,4.6,3,1,2,386,-37.8435,145.0043,1635000
5100000,4,4.6,4,4,5,877,-37.8447,145.0134,5500000
5100000,2,4.6,2,1,0,338,-37.8475,145.0086,1300000
5100000,3,4.6,3,1,0,222,-37.8448,145.0055,1689000
5100000,4,4.6,3,2,2,632,-37.8338,145.0086,4000000
5100000,3,4.6,3,2,2,600,-37.8332,145.0117,2820000
5100000,3,4.6,3,2,4,1317,-37.838,145.0054,2840000
5100000,4,4.6,4,4,4,324,-37.8439,145.0093,4000000
5100000,3,4.6,3,3,2,564,-37.8486,145.0244,6250000
5100000,4,4.6,4,3,2,732,-37.8349,145.01,4500000
5100000,4,4.6,4,2,2,237,-37.8507,145.0298,2025000
5100000,3,4.6,3,1,1,266,-37.8493,145.0134,1300000
5100000,5,4.6,3,1,0,333,-37.8474,145.0063,2170000
5100000,4,4.6,4,2,2,516,-37.8398,145.0305,2620000
5100000,3,4.6,3,2,1,268,-37.8369,145.0072,1900000
5100000,4,4.6,4,2,2,684,-37.8485,145.0169,4000000
5100000,3,4.6,4,4,2,565,-37.8448,145.0123,4200000
5100000,2,4.6,2,2,2,334,-37.8361,145.023,3260000
5100000,2,4.6,2,2,0,218,-37.847,145.0064,1900000
5100000,3,4.6,3,3,2,575,-37.8375,145.0092,2250000
5100000,3,4.6,3,2,1,363,-37.8445,145.0182,3270000
5100000,3,4.6,3,1,1,405,-37.8475,145.008,1170000
1000000,4,13.8,4,2,2,626,-37.735,145.0921,910000
1000000,3,13.8,4,2,2,656,-37.7322,145.0995,960000
1000000,4,13.8,4,3,2,669,-37.7419,145.083,1010000
1000000,3,13.8,3,2,4,704,-37.7327,145.0913,880000
1000000,4,13.8,4,2,2,558,-37.7328,145.0916,920250
1000000,4,13.8,4,1,2,676,-37.7389,145.0861,1080000
1000000,3,13.8,3,2,2,577,-37.7376,145.0895,770000
1000000,4,13.8,4,1,1,865,-37.7297,145.0946,730000
1000000,3,13.8,3,2,2,555,-37.7324,145.0862,820000
1000000,4,13.8,4,2,1,659,-37.7373,145.0847,1102500
1000000,4,13.8,4,2,1,696,-37.7395,145.0875,1005000
1000000,3,13.8,3,1,2,608,-37.7396,145.0885,765000
1000000,3,13.8,3,2,2,834,-37.7396,145.0884,920000
1000000,5,13.8,5,3,2,648,-37.7346,145.093,895000
1000000,3,13.8,5,3,2,586,-37.7405,145.0886,775000
1000000,4,13.8,4,2,2,648,-37.7363,145.0851,1042500
1000000,5,13.8,5,3,2,531,-37.7378,145.0955,1025000
1000000,4,13.8,4,3,2,574,-37.7319,145.0907,940000
1000000,4,13.8,4,2,2,700,-37.7326,145.0881,895000
1000000,3,13.8,3,2,2,628,-37.7314,145.0941,820000
1000000,3,13.8,3,1,2,698,-37.7343,145.0837,870000
1000000,4,13.8,4,3,2,599,-37.7397,145.0934,1085000
1000000,3,13.8,3,2,2,769,-37.7298,145.0947,915000
1000000,4,13.8,4,2,2,660,-37.7375,145.0917,1050000
835000,3,14.9,3,1,0,583,-37.7137,145.0778,660000
835000,3,14.9,3,2,2,567,-37.7148,145.0851,581000
835000,3,14.9,3,2,2,739,-37.7104,145.0817,1000000
835000,3,14.9,3,1,2,0,-37.7114,145.0885,785000
835000,3,14.9,3,1,1,605,-37.7166,145.0837,600000
835000,3,14.9,3,2,1,308,-37.7078,145.0807,690000
835000,3,14.9,3,1,0,302,-37.7163,145.0768,582000
835000,3,14.9,3,1,1,591,-37.7135,145.0783,740000
835000,3,14.9,3,2,2,280,-37.7153,145.0854,671000
835000,3,14.9,3,1,1,671,-37.7072,145.0855,741000
835000,4,14.9,4,1,2,581,-37.7094,145.0877,706000
835000,3,14.9,3,1,1,545,-37.7088,145.0893,725000
835000,3,14.9,3,2,2,265,-37.7101,145.0785,808000
835000,3,14.9,3,1,2,658,-37.7147,145.0752,711000
835000,3,14.9,3,2,1,903,-37.7085,145.0824,1040000
835000,4,14.9,3,3,2,670,-37.7122,145.0765,1171000
835000,2,14.9,2,1,2,605,-37.7118,145.088,662000
835000,3,14.9,4,2,2,595,-37.7023,145.0775,800000
835000,3,14.9,3,1,2,798,-37.7112,145.0869,922000
835000,3,14.9,3,2,0,767,-37.7084,145.0788,860500
835000,3,14.9,3,1,1,604,-37.7115,145.088,702000
835000,3,14.9,3,1,1,319,-37.7165,145.0759,627500
835000,3,14.9,3,1,2,650,-37.711,145.0854,632000
835000,3,14.9,3,1,1,653,-37.7163,145.087,601000
835000,2,14.9,4,1,2,762,-37.7112,145.0861,701000
835000,3,14.9,3,1,1,355,-37.7065,145.0825,645000
835000,3,14.9,3,1,2,828,-37.7161,145.0804,838000
1350000,3,1.9,2,3,2,506,-37.805,144.9448,1260000
1350000,3,1.9,3,3,2,265,-37.8073,144.9481,2370000
1350000,4,1.9,4,1,0,440,-37.8056,144.9463,2100000
1440000,4,8,3,2,1,452,-37.855,144.8905,1325000
1440000,4,8,4,2,1,320,-37.8613,144.8988,1400000
1440000,3,8,3,1,1,507,-37.8681,144.8994,1535000
1440000,4,8,4,2,4,457,-37.8517,144.8923,1400000
1440000,3,8,3,2,2,332,-37.8652,144.9019,1800000
1440000,2,8,2,1,4,445,-37.8615,144.8827,1050000
1440000,2,8,2,1,1,278,-37.857,144.8906,850000
1440000,4,8,4,3,0,338,-37.8633,144.8963,2910000
1440000,3,8,3,3,2,515,-37.8609,144.8947,2910000
1440000,4,8,4,2,2,650,-37.8671,144.8875,2640000
1440000,3,8,3,2,2,315,-37.8595,144.8868,1200000
1440000,4,8,4,2,2,897,-37.8679,144.899,3130000
1440000,3,8,3,1,2,373,-37.8661,144.8973,1460000
1440000,3,8,3,2,2,348,-37.8578,144.8799,1200000
1440000,3,8,3,2,2,310,-37.8644,144.9039,1560000
1440000,3,8,3,2,3,430,-37.8613,144.8939,1575000
1440000,4,8,3,1,2,458,-37.8571,144.8915,1085000
1440000,4,8,4,3,2,321,-37.8623,144.8884,1815000
1440000,3,8,3,2,1,364,-37.8513,144.8961,1470000
1440000,4,8,3,2,2,782,-37.8647,144.8867,2230000
1440000,5,8,5,2,2,195,-37.8643,144.8935,1410000
1440000,2,8,2,1,0,166,-37.8695,144.9009,940000
1440000,4,8,4,3,2,321,-37.8623,144.8884,1900000
1440000,4,8,4,3,2,217,-37.8634,144.8796,1330000
1440000,3,8,3,2,2,250,-37.8667,144.903,1010000
1440000,3,8,3,2,2,418,-37.8571,144.8767,1010000
1440000,2,8,2,1,0,240,-37.8544,144.8922,1000000
1440000,3,8,3,2,2,270,-37.8608,144.8803,906000
1440000,4,8,3,2,2,466,-37.8621,144.8872,1805000
1440000,4,8,4,1,1,307,-37.8525,144.8945,1126000
1440000,2,8,2,2,1,193,-37.858,144.9005,895000
1440000,3,8,3,1,2,189,-37.8643,144.9043,1000000
1440000,2,8,2,1,1,265,-37.853,144.8928,769000
1440000,3,8,3,1,2,470,-37.8587,144.8871,1270000
1440000,4,8,4,2,2,344,-37.8617,144.8799,1172000
1440000,3,8,3,1,1,477,-37.8516,144.8949,1360000
1440000,4,8,4,2,2,648,-37.8601,144.8879,2050000
1440000,3,8,3,2,2,289,-37.8593,144.8881,975000
1440000,3,8,3,2,1,185,-37.8664,144.9072,1310000
1440000,3,8,3,2,2,204,-37.8551,144.8959,1262000
1440000,3,8,3,1,0,249,-37.86,144.895,1210000
1440000,2,8,2,1,0,297,-37.8645,144.8977,1337500
1440000,2,8,2,1,2,183,-37.8555,144.8952,811000
1440000,4,8,4,2,2,265,-37.8656,144.9039,1630000
1440000,2,8,2,1,1,307,-37.855,144.8985,920000
1440000,3,8,3,2,1,189,-37.8605,144.8998,960000
1440000,3,8,3,2,1,506,-37.8592,144.888,1482500
1440000,4,8,4,2,2,369,-37.8576,144.8992,1300000
1440000,4,8,4,1,3,765,-37.8621,144.8999,2255000
1440000,4,8,4,2,0,199,-37.8615,144.9023,1860000
1440000,3,8,3,2,1,260,-37.8671,144.9001,1710000
1440000,4,8,4,3,3,500,-37.8638,144.8798,2440000
1003000,5,8.9,5,2,5,680,-37.8561,144.8859,1410000
1003000,4,8.9,4,1,3,468,-37.8559,144.8785,881000
1003000,4,8.9,4,3,4,672,-37.8536,144.8734,1440000
1003000,3,8.9,3,1,1,311,-37.8546,144.8762,1225000
1420000,3,5.1,3,1,2,361,-37.8546,144.9865,1850000
1420000,3,5.1,3,1,4,440,-37.8528,144.9994,2302000
1420000,2,5.1,2,1,2,118,-37.855,144.9961,1045000
1420000,4,5.1,4,2,1,321,-37.8559,144.9948,2050000
1420000,2,5.1,2,1,0,153,-37.8535,144.9952,1325000
1420000,3,5.1,3,2,1,138,-37.8556,144.995,1540000
1420000,3,5.1,3,1,2,317,-37.856,144.9891,1370000
1420000,2,5.1,2,2,2,521,-37.8543,144.9939,1177000
1420000,4,5.1,4,1,1,230,-37.8549,144.9948,1605000
1420000,2,5.1,2,1,2,0,-37.8518,144.9868,1500000
1420000,2,5.1,2,1,0,140,-37.8547,144.9959,1325000
1420000,3,5.1,3,2,1,322,-37.8547,144.9995,2368000
1420000,2,5.1,2,1,2,181,-37.8549,145.0006,1350000
1420000,3,5.1,3,1,1,116,-37.8533,144.9913,1200000
1420000,3,5.1,3,1,0,365,-37.8554,145.0001,1320000
1420000,2,5.1,2,1,1,157,-37.8522,144.986,1350000
1420000,3,5.1,3,3,1,143,-37.8525,144.9881,1910000
781000,4,15,4,1,1,530,-37.7251,145.1053,700000
781000,4,15,4,3,1,531,-37.7198,145.1034,915000
781000,3,15,3,2,2,568,-37.7216,145.1066,810000
781000,3,15,3,2,1,536,-37.7233,145.1045,753000
781000,3,15,3,2,2,586,-37.7279,145.1017,602500
781000,3,15,3,1,1,614,-37.7305,145.081,742000
781000,4,15,4,2,2,551,-37.7302,145.0883,953000
781000,4,15,4,2,2,761,-37.7218,145.108,840000
781000,3,15,3,1,1,706,-37.731,145.0811,650000
781000,4,15,4,2,1,592,-37.728,145.1017,793000
781000,3,15,3,2,2,566,-37.7195,145.1034,731000
781000,3,15,3,1,1,616,-37.7306,145.0854,710000
781000,3,15,4,2,4,535,-37.7225,145.1037,720000
781000,3,15,3,2,2,555,-37.7214,145.1034,720000
781000,3,15,3,2,2,587,-37.72,145.1014,936000
781000,3,15,3,2,2,660,-37.7285,145.0845,800000
781000,3,15,3,1,1,687,-37.7303,145.0823,721000
1000000,3,7,3,2,1,448,-37.8228,144.8799,1000000
1000000,2,7,3,1,2,471,-37.8149,144.8707,890000
1000000,2,7,2,1,1,134,-37.8176,144.8911,760000
1000000,3,7,3,1,0,191,-37.8175,144.8879,1165000
1000000,4,7,4,2,2,427,-37.8187,144.8771,1550000
1000000,3,7,3,1,2,323,-37.8108,144.8899,770000
1000000,3,7,3,2,2,428,-37.8167,144.8965,871000
1000000,3,7,3,2,2,213,-37.8175,144.8964,780000
1000000,3,7,2,1,1,138,-37.82,144.891,770000
1000000,2,7,2,1,0,166,-37.8209,144.8913,890000
1000000,3,7,3,1,1,503,-37.8159,144.8626,960000
1000000,4,7,4,2,2,244,-37.8139,144.8741,1235000
1000000,2,7,2,2,1,159,-37.8154,144.8917,960000
1000000,2,7,2,1,1,220,-37.8115,144.8875,1000000
1000000,2,7,2,1,0,164,-37.8198,144.8839,710000
1000000,3,7,3,2,2,473,-37.8217,144.8842,1320000
1000000,3,7,3,2,0,214,-37.8175,144.8929,1100000
1000000,3,7,3,1,1,442,-37.8182,144.8727,931000
1000000,3,7,3,3,2,197,-37.8197,144.8875,910000
1000000,2,7,2,1,1,188,-37.8184,144.8809,796000
1000000,2,7,2,1,1,261,-37.8157,144.887,856000
1000000,3,7,3,1,1,477,-37.8186,144.8736,670000
1000000,4,7,2,1,0,165,-37.819,144.895,706000
1000000,3,7,2,2,1,462,-37.8128,144.8695,1050000
1000000,4,7,4,2,1,319,-37.8197,144.8957,1320000
1000000,3,7,3,2,2,230,-37.8124,144.8875,1414000
1000000,5,7,5,2,2,644,-37.8102,144.8857,1815000
1000000,2,7,2,1,1,148,-37.822,144.89,630000
1000000,4,7,4,1,3,766,-37.8126,144.8905,1870000
1000000,4,7,4,2,2,640,-37.8104,144.8867,1785000
1000000,3,7,3,1,4,902,-37.8153,144.8796,1930000
1000000,3,7,3,1,2,289,-37.8143,144.8865,1035000
1000000,3,7,3,1,2,270,-37.8148,144.8884,1419000
1000000,3,7,3,1,2,442,-37.8201,144.872,1050000
1000000,1,7,1,1,2,0,-37.8173,144.894,470000
1000000,3,7,3,1,1,444,-37.8193,144.8753,850000
1000000,3,7,3,1,1,464,-37.8151,144.8638,796000
1000000,3,7,3,3,1,217,-37.8188,144.8884,1217500
1000000,2,7,2,0,0,94,-37.815,144.8827,610000
1000000,3,7,3,1,3,670,-37.8134,144.8745,1055000
1000000,4,7,4,1,2,360,-37.8212,144.8887,660000
1000000,3,7,2,1,1,446,-37.8183,144.8666,681000
1000000,3,7,3,1,2,240,-37.8202,144.8896,950000
1000000,3,7,3,1,1,202,-37.8196,144.8839,955000
1000000,2,7,2,1,3,539,-37.8152,144.8703,822000
1000000,2,7,3,1,1,472,-37.824,144.8805,760000
1000000,4,7,4,2,2,417,-37.8197,144.8969,1200000
1000000,3,7,3,1,1,438,-37.8177,144.8711,1005000
1000000,3,7,4,1,1,0,-37.8222,144.8956,600000
1000000,4,7,4,2,2,482,-37.815,144.8968,1150000
1000000,3,7,3,1,1,248,-37.8157,144.8925,1020000
1000000,3,7,3,2,1,249,-37.8099,144.8859,1250000
1000000,4,7,4,2,0,297,-37.8108,144.888,1340000
1000000,3,7,3,1,1,189,-37.8159,144.8795,865000
1000000,3,7,2,1,2,341,-37.8224,144.8818,781500
1000000,4,7,4,1,1,306,-37.8102,144.8885,1401000
1000000,2,7,2,2,2,168,-37.8225,144.8814,630000
1000000,5,7,2,3,4,446,-37.8146,144.8692,1137500
1000000,4,7,4,1,1,288,-37.8202,144.883,925000
1000000,3,7,2,1,1,325,-37.8195,144.8973,745000
1000000,4,7,4,1,3,411,-37.8117,144.8873,1158000
1000000,3,7,3,1,1,195,-37.8198,144.8904,867000
1000000,3,7,3,2,2,206,-37.8127,144.8965,955000
1000000,3,7,3,1,1,448,-37.8171,144.8753,1081000
1000000,3,7,3,1,5,558,-37.8119,144.868,725000
1000000,2,7,2,1,0,128,-37.8179,144.8908,767000
1000000,2,7,2,1,3,486,-37.8214,144.8796,951000
1000000,4,7,4,2,2,431,-37.8186,144.8764,1028000
1000000,2,7,2,1,0,261,-37.8209,144.8896,740000
1000000,3,7,3,2,2,542,-37.811,144.8844,1450000
1000000,3,7,3,3,2,386,-37.816,144.8936,1430000
1000000,3,7,3,1,2,229,-37.8172,144.8919,1275000
1000000,4,7,4,2,3,455,-37.8177,144.8839,1606000
1000000,4,7,3,1,2,664,-37.8172,144.8676,970000
1000000,2,7,2,1,1,435,-37.8223,144.8779,780000
1000000,3,7,3,1,1,463,-37.8137,144.8636,670000
1000000,3,7,3,2,0,105,-37.8191,144.8909,908000
1000000,3,7,3,2,2,235,-37.815,144.8928,1380000
1000000,3,7,3,2,2,456,-37.823,144.8768,966000
1000000,4,7,4,2,0,261,-37.8123,144.8888,1520000
1000000,3,7,3,1,2,494,-37.8234,144.8742,845000
1000000,5,7,5,2,2,488,-37.8131,144.8778,1287000
1000000,3,7,3,1,2,463,-37.8185,144.8812,980000
1000000,3,7,3,1,2,463,-37.8172,144.8924,1460000
1000000,3,7,4,1,1,470,-37.822,144.8904,840000
1000000,3,7,2,1,1,208,-37.8145,144.8804,900500
1000000,2,7,2,1,1,201,-37.8196,144.8836,850000
1000000,3,7,3,2,2,171,-37.8124,144.8957,940000
1471000,4,9.1,4,3,2,757,-37.7606,144.8909,1646000
1471000,3,9.1,3,1,1,321,-37.757,144.896,760000
1471000,4,9.1,2,2,2,559,-37.7614,144.8925,1346000
1471000,2,9.1,3,1,5,528,-37.7617,144.8987,1300000
1471000,4,9.1,4,4,4,670,-37.7637,144.8931,3900000
1471000,4,9.1,4,2,2,578,-37.7614,144.8953,1150000
1471000,1,9.1,3,2,1,676,-37.7632,144.898,1720000
1471000,2,9.1,2,1,2,809,-37.7587,144.9015,1705000
1471000,3,9.1,3,1,1,465,-37.7626,144.8954,1190000
1471000,2,9.1,2,1,1,373,-37.7604,144.9062,840000
1471000,5,9.1,3,3,2,839,-37.759,144.9015,1740000
1471000,3,9.1,3,2,2,311,-37.7603,144.8921,1860000
1471000,3,9.1,3,2,2,496,-37.7559,144.8991,1195000
1471000,4,9.1,4,2,2,578,-37.7614,144.8953,1200000
1471000,4,9.1,4,2,2,674,-37.7617,144.8956,1325000
1471000,2,9.1,2,1,2,0,-37.76,144.9002,670000
1471000,5,9.1,3,2,2,1315,-37.7548,144.8915,2400000
1471000,4,9.1,3,2,2,1076,-37.7609,144.8905,1350000
1150000,3,4.5,3,1,2,456,-37.7638,144.9804,1310000
1150000,4,4.5,4,2,2,136,-37.7601,144.9805,856000
1150000,2,4.5,2,1,1,0,-37.7668,144.9765,580000
1150000,3,4.5,3,1,2,407,-37.7663,144.9795,1350000
